,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
1239,Ocorreu,582644894677238923,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1240,Ocorreu,582644894277207876,25.0807,21007-41,21007-41
1241,Cancelado,582644908192597511,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1242,Ocorreu,582644946620417490,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1243,Ocorreu,582644897894270073,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1244,Ocorreu,582644873391867808,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1245,Ocorreu,582644858351944902,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1246,Ocorreu,582644858351944902,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1247,Ocorreu,582644868983915800,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1248,Ocorreu,582644858632767472,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1249,Ocorreu,582644841466201650,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1250,Ocorreu,582644841466201650,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1251,Ocorreu,582644841466201650,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1252,Ocorreu,582644841466201650,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1253,Ocorreu,582644786207032740,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1254,Ocorreu,582644736244352716,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1255,Ocorreu,582644736244352716,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1256,Ocorreu,582644722730436149,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1257,Ocorreu,582644776096466136,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1258,Cancelado,582644703232296024,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1259,Ocorreu,582644744284177808,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1260,Ocorreu,582644757827520322,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1261,Ocorreu,582644675390506830,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1262,Cancelado,582644658560927419,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1263,Ocorreu,582644652015715356,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1264,Ocorreu,582644652015715356,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1265,Ocorreu,582644623841855236,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1266,Ocorreu,582644661460633060,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1267,Ocorreu,582644661460633060,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1268,Ocorreu,582644661460633060,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1269,Ocorreu,582644570785678658,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1270,Ocorreu,582644542145333091,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1271,Cancelado,582644565371749543,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1272,Ocorreu,582644559580792002,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1273,Ocorreu,582644559580792002,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1274,Ocorreu,582644546914387441,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1275,Ocorreu,582644547543795005,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1276,Cancelado,582644588808734570,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1277,Ocorreu,582644545570768838,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1278,Ocorreu,582644545570768838,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1279,Ocorreu,582644545570768838,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1280,Ocorreu,582644545570768838,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1281,Ocorreu,582644545570768838,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1282,Ocorreu,582644545570768838,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
1283,Ocorreu,582644545570768838,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1284,Ocorreu,582644499101746278,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1285,Ocorreu,582644543819384619,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1286,Ocorreu,582644521052177707,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1287,Ocorreu,582644511003870473,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1288,Ocorreu,582644499772048541,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1289,Ocorreu,582644470315648101,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1290,Ocorreu,582644470315648101,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1291,Ocorreu,582644479210521806,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1292,Ocorreu,582644469879178542,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1293,Ocorreu,582644483099166421,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1294,Ocorreu,582644515941483597,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1295,Ocorreu,582644489832531321,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1296,Ocorreu,582644481137411181,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1297,Ocorreu,582644466688231022,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1298,Ocorreu,582644462755874763,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1299,Ocorreu,582644462755874763,10.0,ME-10-Cachorro-Bulldog-35-40,ME-10-Cachorro-Bulldog-35-40
1300,Ocorreu,582644441161827876,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1301,Ocorreu,582644441161827876,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1302,Ocorreu,582644504806066142,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1303,Ocorreu,582644477187491790,6.2481,MASG-MC-Preto-40-46,MASG-MC-Preto-40-46
1304,Ocorreu,582644477187491790,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1305,Ocorreu,582644477187491790,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1306,Ocorreu,582644477187491790,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1307,Cancelado,582644438868985524,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1308,Cancelado,582644438868985524,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1309,Cancelado,582644438868985524,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1310,Cancelado,582644438868985524,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1311,Ocorreu,582644474510215141,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1312,Ocorreu,582644407388112075,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1313,Ocorreu,582644368123529023,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1314,Ocorreu,582644353318422276,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1315,Ocorreu,582644350609753744,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1316,Ocorreu,582644315901888095,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1317,Ocorreu,582644315901888095,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1318,Ocorreu,582644335987819739,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1319,Ocorreu,582644297739437517,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1320,Ocorreu,582644297739437517,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1321,Ocorreu,582644297739437517,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1322,Ocorreu,582644273548133954,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1323,Ocorreu,582644259496887750,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1324,Ocorreu,582644253366716395,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1325,Ocorreu,582644253366716395,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1326,Ocorreu,582644253366716395,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1327,Ocorreu,582644218280772886,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
1328,Ocorreu,582644251277100310,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1329,Ocorreu,582644188968027877,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1330,Ocorreu,582644224867665001,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1331,Ocorreu,582644224867665001,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1332,Ocorreu,582644159620482137,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1333,Ocorreu,582644136653456801,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1334,Cancelado,582644111570470136,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1335,Cancelado,582644120640849346,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1336,Cancelado,582644095410145200,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1337,Ocorreu,582644047461320033,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1338,Ocorreu,582644047461320033,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1339,Ocorreu,582644047426126920,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1340,Ocorreu,582644091438924800,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1341,Ocorreu,582644079036957993,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1342,Ocorreu,582644079036957993,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1343,Ocorreu,582644079036957993,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1344,Ocorreu,582644065520813767,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1345,Ocorreu,582644011343906267,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1346,Ocorreu,582644021869643718,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1347,Ocorreu,582644021869643718,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1348,Cancelado,582643997913351530,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1349,Ocorreu,582643983624537578,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1350,Ocorreu,582643972227106423,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1351,Cancelado,582643959005480147,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1352,Cancelado,582643959005480147,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1353,Cancelado,582643970830009706,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1354,Ocorreu,582644014734214764,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1355,Ocorreu,582643992201955281,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1356,Ocorreu,582643903702992235,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1357,Ocorreu,582643976935212871,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1358,Cancelado,582643940705273159,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1359,Ocorreu,582643926212183415,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1360,Ocorreu,582643949593658542,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1361,Cancelado,582643885985597399,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1362,Ocorreu,582643825651844966,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1363,Ocorreu,582643825651844966,10.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
1364,Ocorreu,582643332552558155,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1365,Ocorreu,582641776746267944,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1366,Cancelado,582641459269633471,25.08,21006-37,21006-37
1367,Cancelado,582640875325261160,10.0,ME-10-Cachorro-Laço-35-40,ME-10-Cachorro-Laço-35-40
1368,Ocorreu,582640737145422907,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1369,Ocorreu,582640737145422907,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1370,Cancelado,582640544852772495,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1371,Ocorreu,582640580604823015,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1372,Ocorreu,582640522698131090,25.0,21006-39,21006-39
1373,Ocorreu,582640507395933480,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1374,Ocorreu,582640507395933480,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1375,Ocorreu,582640447483970756,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1376,Ocorreu,582640447483970756,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1377,Cancelado,582640445241853130,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1378,Ocorreu,582640445097608730,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1379,Cancelado,582640363039589772,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1380,Ocorreu,582640278144517830,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1381,Ocorreu,582640284476343831,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1382,Cancelado,582640313459508484,25.0,21011-44,21011-44
1383,Ocorreu,582640280472224793,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1384,Ocorreu,582640263310902690,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1385,Ocorreu,582640183037232938,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1386,Ocorreu,582640238393591124,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1387,Ocorreu,582640146576344936,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1388,Ocorreu,582640146576344936,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1389,Ocorreu,582640157478323403,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1390,Ocorreu,582640157478323403,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1391,Ocorreu,582640157478323403,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1392,Cancelado,582640142811300966,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1393,Cancelado,582640142119634882,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1394,Ocorreu,582640082842126106,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1395,Cancelado,582640072682145088,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1396,Ocorreu,582640032569788122,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1397,Ocorreu,582640060433401597,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1398,Ocorreu,582640060433401597,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1399,Cancelado,582640018928010540,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1400,Ocorreu,582640017332733643,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1401,Ocorreu,582640016401991371,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1402,Cancelado,582639909301290415,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1403,Ocorreu,582639956902709164,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1404,Ocorreu,582639956902709164,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1405,Ocorreu,582639956902709164,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1406,Ocorreu,582639956902709164,10.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
1407,Ocorreu,582639956902709164,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1408,Ocorreu,582639895923295596,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1409,Ocorreu,582639933277701757,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1410,Ocorreu,582639933277701757,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1411,Ocorreu,582639811328050873,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1412,Ocorreu,582639811328050873,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1413,Ocorreu,582639811328050873,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1414,Ocorreu,582639811328050873,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1415,Ocorreu,582639823213331554,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1416,Ocorreu,582639836028961995,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1417,Cancelado,582639821376357840,15.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1418,Ocorreu,582639763782141924,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1419,Ocorreu,582639763782141924,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1420,Ocorreu,582639737748424027,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1421,Ocorreu,582639709536356293,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1422,Cancelado,582639734002058992,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1423,Ocorreu,582639735136028495,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1424,Ocorreu,582639735136028495,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1425,Ocorreu,582639702783984853,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
1426,Ocorreu,582639609855379328,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1427,Ocorreu,582639669082687436,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1428,Ocorreu,582639651439216233,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1429,Ocorreu,582639651439216233,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1430,Ocorreu,582639598602586096,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1431,Cancelado,582639605374682411,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1432,Ocorreu,582639607393453889,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1433,Ocorreu,582639535812806228,10.0,ME-10-Cachorro-Laço-35-40,ME-10-Cachorro-Laço-35-40
1434,Ocorreu,582639600786507109,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1435,Ocorreu,582639533788529968,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1436,Ocorreu,582639560507229545,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1437,Ocorreu,582639514806093076,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1438,Ocorreu,582639472955589993,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1439,Cancelado,582639444257440920,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1440,Cancelado,582639444257440920,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1441,Cancelado,582639444257440920,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1442,Cancelado,582639444257440920,10.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
1443,Ocorreu,582639485914941039,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1444,Ocorreu,582639423062443859,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1445,Cancelado,582639450453739112,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1446,Ocorreu,582639431563970131,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1447,Cancelado,582639395558884423,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1448,Ocorreu,582639363766584634,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1449,Ocorreu,582639363766584634,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1450,Ocorreu,582639374431192496,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1451,Ocorreu,582639374431192496,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1452,Ocorreu,582639374431192496,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1453,Ocorreu,582639374431192496,10.0,ME-10-Cachorro-Laço-35-40,ME-10-Cachorro-Laço-35-40
1454,Ocorreu,582639374431192496,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
1455,Cancelado,582639263770182781,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1456,Cancelado,582639263770182781,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1457,Ocorreu,582639278196098818,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1458,Cancelado,582639303363430123,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1459,Cancelado,582639303363430123,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1460,Ocorreu,582639299561555357,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1461,Ocorreu,582639251565217774,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1462,Ocorreu,582639208867399341,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1463,Ocorreu,582639208867399341,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1464,Ocorreu,582639165312566664,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1465,Ocorreu,582639146115040449,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1466,Ocorreu,582639107246425515,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1467,Cancelado,582639103804081734,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1468,Ocorreu,582639037921986401,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1469,Ocorreu,582638992850913121,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1470,Ocorreu,582639059481954022,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1471,Cancelado,582639007332534097,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1472,Cancelado,582639007332534097,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
1473,Cancelado,582638978305787425,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
1474,Ocorreu,582638991362983297,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1475,Ocorreu,582638977694467285,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1476,Ocorreu,582639039684183368,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1477,Ocorreu,582639039684183368,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
1478,Ocorreu,582638948549362854,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1479,Cancelado,582638913946683312,25.0807,21007-41,21007-41
1480,Cancelado,582638814316431348,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1481,Cancelado,582638861709706967,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1482,Cancelado,582638861709706967,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1483,Ocorreu,582638784911344962,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1484,Ocorreu,582638846342038531,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1485,Ocorreu,582638846180886247,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1486,Ocorreu,582638776678844129,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1487,Ocorreu,582638764253611834,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1488,Ocorreu,582638764253611834,10.0,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40
1489,Ocorreu,582638761682240587,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1490,Ocorreu,582638761682240587,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1491,Cancelado,582638730417375173,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1492,Ocorreu,582638715660108920,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1493,Ocorreu,582638715660108920,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1494,Ocorreu,582638674018862288,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
1495,Ocorreu,582638674018862288,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1496,Ocorreu,582638674018862288,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
1497,Cancelado,582638605770000240,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1498,Ocorreu,582638683221755027,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1499,Ocorreu,582638683221755027,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1500,Ocorreu,582638626081834032,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
1501,Ocorreu,582638616091657399,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
1502,Ocorreu,582638613040367041,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1503,Ocorreu,582638637353239654,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
1504,Cancelado,582638627171894989,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
